ensembl_gene_id	external_gene_name	description	entrezgene	hsapiens_homolog_ensembl_gene	hsapiens_homolog_perc_id	hgnc_symbol	Human_description	Human_entrez_geneid	ensembl_peptide_ids	ensembl_transcript_ids	MRL_C1	MRL_C2	MRL_C3	MRL_C4	MRL_C5	MRL_C6	MRL_C7	MRL_C8	MRL_2DG_1	MRL_2DG_2	MRL_2DG_3	MRL_2DG_4	MRL_2DG_5	MRL_2DG_6	MRL_2DG_7	MRL_2DG_8	MRL_2DG_9
ENSMUSG00000031910	Has3	hyaluronan synthase 3 [Source:MGI Symbol;Acc:MGI:109599]	15118	ENSG00000103044	96.5704	HAS3	hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]	3038	ENSMUSP00000135596,ENSMUSP00000135303,ENSMUSP00000034385	ENSMUST00000175987,ENSMUST00000176144,ENSMUST00000034385	2	1	8	0	0	0	3	0	1	8	7	0	0	0	0	0	2
ENSMUSG00000031913	Vps4a	vacuolar protein sorting 4A [Source:MGI Symbol;Acc:MGI:1890520]	116733	ENSG00000132612	99.0847	VPS4A	vacuolar protein sorting 4 homolog A [Source:HGNC Symbol;Acc:HGNC:13488]	27183	ENSMUSP00000034388	ENSMUST00000034388,ENSMUST00000132096,ENSMUST00000144527	4426	4832	4203	4092	5888	6305	5654	4645	4335	5320	6031	4921	6749	6387	6135	6113	5521
ENSMUSG00000031916	Cog8	component of oligomeric golgi complex 8 [Source:MGI Symbol;Acc:MGI:2142885]	97484	ENSG00000213380	85.1562	COG8	component of oligomeric golgi complex 8 [Source:HGNC Symbol;Acc:HGNC:18623]	84342	ENSMUSP00000034391,ENSMUSP00000093173,ENSMUSP00000137677	ENSMUST00000034391,ENSMUST00000122903,ENSMUST00000095517,ENSMUST00000134772	7572	8933	5827	5736	9416	9781	8218	6809	7930	9660	8449	7266	9227	7765	8376	9270	7566
ENSMUSG00000031917	Nip7	NIP7, nucleolar pre-rRNA processing protein [Source:MGI Symbol;Acc:MGI:1913414]	66164	ENSG00000132603	97.7778	NIP7	nucleolar pre-rRNA processing protein NIP7 [Source:HGNC Symbol;Acc:HGNC:24328]	51388	ENSMUSP00000126153,ENSMUSP00000034392	ENSMUST00000170962,ENSMUST00000212281,ENSMUST00000034392	4810	5350	2513	3264	4703	5038	3718	4194	4756	5584	4691	4620	5506	5670	4580	4953	4583
ENSMUSG00000031918	Mtmr2	myotubularin related protein 2 [Source:MGI Symbol;Acc:MGI:1924366]	77116	ENSG00000087053	97.3561	MTMR2	myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450]	8898	ENSMUSP00000034396,ENSMUSP00000114509,ENSMUSP00000117332,ENSMUSP00000115906,ENSMUSP00000121223,ENSMUSP00000121933	ENSMUST00000034396,ENSMUST00000143002,ENSMUST00000152532,ENSMUST00000156801,ENSMUST00000146901,ENSMUST00000136735,ENSMUST00000155679,ENSMUST00000134530,ENSMUST00000134674	3413	3799	2880	3307	4371	4388	4073	3322	3954	4079	4182	3682	4207	4402	3450	3540	3992
ENSMUSG00000031919	Tmed6	transmembrane p24 trafficking protein 6 [Source:MGI Symbol;Acc:MGI:1913519]	66269	ENSG00000157315	77.8243	TMED6	transmembrane p24 trafficking protein 6 [Source:HGNC Symbol;Acc:HGNC:28331]	146456	ENSMUSP00000034393	ENSMUST00000034393	7	3	4	2	3	11	0	1	6	19	2	9	13	2	1	1	4
ENSMUSG00000031921	Terf2	telomeric repeat binding factor 2 [Source:MGI Symbol;Acc:MGI:1195972]	21750	ENSG00000132604	84.658	TERF2	telomeric repeat binding factor 2 [Source:HGNC Symbol;Acc:HGNC:11729]	7014	ENSMUSP00000112126,ENSMUSP00000118759,ENSMUSP00000118589,ENSMUSP00000065586,ENSMUSP00000068948	ENSMUST00000116425,ENSMUST00000155834,ENSMUST00000133925,ENSMUST00000141205,ENSMUST00000142616,ENSMUST00000068388,ENSMUST00000136178,ENSMUST00000068421	1552	1480	1582	1473	2077	2170	1917	1457	1774	1743	1891	1614	2123	2175	1869	2002	1513
ENSMUSG00000031922	Cep57	centrosomal protein 57 [Source:MGI Symbol;Acc:MGI:1915551]	74360	ENSG00000166037	87.6	CEP57	centrosomal protein 57 [Source:HGNC Symbol;Acc:HGNC:30794]	9702	ENSMUSP00000114940,ENSMUSP00000116847,ENSMUSP00000116713,ENSMUSP00000115338,ENSMUSP00000116931,ENSMUSP00000119081,ENSMUSP00000034398,ENSMUSP00000114665,ENSMUSP00000114749	ENSMUST00000144484,ENSMUST00000151878,ENSMUST00000134746,ENSMUST00000148904,ENSMUST00000150893,ENSMUST00000131425,ENSMUST00000147115,ENSMUST00000124883,ENSMUST00000034398,ENSMUST00000148086,ENSMUST00000142494,ENSMUST00000124524	3052	3024	3414	4326	4117	3739	5572	2940	3034	3392	3618	3320	4302	4007	3944	3289	3879
ENSMUSG00000031924	Cyb5b	cytochrome b5 type B [Source:MGI Symbol;Acc:MGI:1913677]	66427	ENSG00000103018	73.2877	CYB5B	cytochrome b5 type B [Source:HGNC Symbol;Acc:HGNC:24374]	80777	ENSMUSP00000034400	ENSMUST00000212920,ENSMUST00000034400	7061	7358	5117	6273	8360	7872	7444	6342	6640	8184	8742	6537	9342	9389	7525	9019	7103
ENSMUSG00000031925	Maml2	mastermind like transcriptional coactivator 2 [Source:MGI Symbol;Acc:MGI:2389460]	270118	ENSG00000184384	82.906	MAML2	mastermind like transcriptional coactivator 2 [Source:HGNC Symbol;Acc:HGNC:16259]	84441	ENSMUSP00000124083,ENSMUSP00000034401,ENSMUSP00000136866	ENSMUST00000159294,ENSMUST00000034401,ENSMUST00000177755	2716	3652	1928	2230	2222	1842	1859	2295	3355	3357	2992	2716	2420	2590	1725	2151	1905
ENSMUSG00000031927	1700012B09Rik	RIKEN cDNA 1700012B09 gene [Source:MGI Symbol;Acc:MGI:1916575]	69325	ENSG00000257057	64.3939	C11orf97	chromosome 11 open reading frame 97 [Source:HGNC Symbol;Acc:HGNC:49544]	643037	ENSMUSP00000140756,ENSMUSP00000140386,ENSMUSP00000139796,ENSMUSP00000049826,ENSMUSP00000140908	ENSMUST00000186706,ENSMUST00000191167,ENSMUST00000188350,ENSMUST00000060330,ENSMUST00000191047	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
ENSMUSG00000031928	Mre11a	MRE11A homolog A, double strand break repair nuclease [Source:MGI Symbol;Acc:MGI:1100512]	17535	ENSG00000020922	87.8187	MRE11	MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]	4361	ENSMUSP00000116321,ENSMUSP00000119999,ENSMUSP00000111295,ENSMUSP00000034405,ENSMUSP00000149184	ENSMUST00000147305,ENSMUST00000147676,ENSMUST00000115632,ENSMUST00000034405,ENSMUST00000136568,ENSMUST00000215820	2385	2546	1882	2094	2988	2784	2287	2092	2618	2856	2779	2327	3130	3001	3009	2823	2465
ENSMUSG00000031930	Wwp2	WW domain containing E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:1914144]	66894	ENSG00000198373	95.8621	WWP2	WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16804]	11060	ENSMUSP00000148679,ENSMUSP00000148813,ENSMUSP00000148365,ENSMUSP00000132224	ENSMUST00000212906,ENSMUST00000212205,ENSMUST00000212993,ENSMUST00000212063,ENSMUST00000212543,ENSMUST00000213097,ENSMUST00000166615,ENSMUST00000212012,ENSMUST00000212737,ENSMUST00000212559,ENSMUST00000212645	10891	13147	7982	8049	11355	11566	11713	9714	11863	14626	12673	9470	12556	12102	10689	11988	11120
ENSMUSG00000031931	Ankrd49	ankyrin repeat domain 49 [Source:MGI Symbol;Acc:MGI:1930842]	56503	ENSG00000168876	87.8151	ANKRD49	ankyrin repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:25970]	54851	ENSMUSP00000149874,ENSMUSP00000152731,ENSMUSP00000151079,ENSMUSP00000034406,ENSMUSP00000150762	ENSMUST00000216037,ENSMUST00000214456,ENSMUST00000216372,ENSMUST00000034406,ENSMUST00000214882,ENSMUST00000214979	1047	1161	739	799	1194	971	835	965	1153	1205	1177	1314	1251	1120	901	904	1205
ENSMUSG00000031932	Gpr83	G protein-coupled receptor 83 [Source:MGI Symbol;Acc:MGI:95712]	14608	ENSG00000123901	89.3617	GPR83	G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:HGNC:4523]	10888	ENSMUSP00000111287,ENSMUSP00000034408	ENSMUST00000115624,ENSMUST00000034408,ENSMUST00000133278	10	0	2	0	0	10	14	14	0	0	0	0	0	4	16	0	6
ENSMUSG00000031933	Izumo1r	IZUMO1 receptor, JUNO [Source:MGI Symbol;Acc:MGI:1929185]	64931	ENSG00000183560	68.0328	IZUMO1R	IZUMO1 receptor, JUNO [Source:HGNC Symbol;Acc:HGNC:32565]	390243	ENSMUSP00000113387,ENSMUSP00000034409,ENSMUSP00000118680,ENSMUSP00000063632,ENSMUSP00000113459	ENSMUST00000121116,ENSMUST00000034409,ENSMUST00000148155,ENSMUST00000069408,ENSMUST00000117620	369	20	98	65	75	96	106	139	5	3	49	33	169	45	82	66	235
ENSMUSG00000031934	Panx1	pannexin 1 [Source:MGI Symbol;Acc:MGI:1860055]	55991	ENSG00000110218	86.385	PANX1	pannexin 1 [Source:HGNC Symbol;Acc:HGNC:8599]	24145	ENSMUSP00000126405,ENSMUSP00000132764,ENSMUSP00000053557	ENSMUST00000164273,ENSMUST00000169288,ENSMUST00000056755,ENSMUST00000166933	9768	10096	7661	8719	11935	12321	10767	9010	9454	10516	11893	11181	12977	13495	12246	12217	10756
ENSMUSG00000031935	Med17	mediator complex subunit 17 [Source:MGI Symbol;Acc:MGI:2182585]	234959	ENSG00000042429	95.6857	MED17	mediator complex subunit 17 [Source:HGNC Symbol;Acc:HGNC:2375]	9440	ENSMUSP00000034411,ENSMUSP00000148980,ENSMUSP00000150968	ENSMUST00000034411,ENSMUST00000213356,ENSMUST00000213788,ENSMUST00000216406	3009	3399	2322	2370	3629	3735	3331	2351	3141	3118	3429	2598	3814	3732	3409	3458	2878
ENSMUSG00000031936	Hephl1	hephaestin-like 1 [Source:MGI Symbol;Acc:MGI:2685355]	244698	ENSG00000181333	87.3167	HEPHL1	hephaestin like 1 [Source:HGNC Symbol;Acc:HGNC:30477]	341208	ENSMUSP00000124518	ENSMUST00000159985	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000031937	Vstm5	V-set and transmembrane domain containing 5 [Source:MGI Symbol;Acc:MGI:1916387]	69137	ENSG00000214376	77.8895	VSTM5	V-set and transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:34443]	387804	ENSMUSP00000034413	ENSMUST00000034413	0	0	0	0	5	0	0	0	0	0	1	0	0	22	20	5	4
ENSMUSG00000031938	4931406C07Rik	RIKEN cDNA 4931406C07 gene [Source:MGI Symbol;Acc:MGI:1918234]	70984	ENSG00000182919	87.9365	C11orf54	chromosome 11 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:30204]	28970	ENSMUSP00000149878,ENSMUSP00000136717,ENSMUSP00000136335,ENSMUSP00000034414,ENSMUSP00000150223	ENSMUST00000216077,ENSMUST00000216955,ENSMUST00000216073,ENSMUST00000215741,ENSMUST00000180339,ENSMUST00000213317,ENSMUST00000178977,ENSMUST00000034414,ENSMUST00000217042	176	145	145	114	171	127	149	282	149	183	170	96	179	207	206	176	202
ENSMUSG00000031939	Taf1d	TATA-box binding protein associated factor, RNA polymerase I, D [Source:MGI Symbol;Acc:MGI:1922566]	75316	ENSG00000166012	48.7578	TAF1D	TATA-box binding protein associated factor, RNA polymerase I subunit D [Source:HGNC Symbol;Acc:HGNC:28759]	79101	ENSMUSP00000034415,ENSMUSP00000150890,ENSMUSP00000150937,ENSMUSP00000150491,ENSMUSP00000149380,ENSMUSP00000150723,ENSMUSP00000149377,ENSMUSP00000150356,ENSMUSP00000129141	ENSMUST00000214045,ENSMUST00000213923,ENSMUST00000214899,ENSMUST00000034415,ENSMUST00000216109,ENSMUST00000216768,ENSMUST00000216256,ENSMUST00000214054,ENSMUST00000215749,ENSMUST00000214221,ENSMUST00000214316,ENSMUST00000215124,ENSMUST00000216825,ENSMUST00000213763,ENSMUST00000213235,ENSMUST00000164079	1342	1082	1033	987	1023	933	906	1102	1488	1185	1496	1384	1195	1429	1006	792	1078
ENSMUSG00000031948	Kars	lysyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1934754]	85305	ENSG00000065427	86.2179	KARS1	lysyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6215]	3735	ENSMUSP00000090808,ENSMUSP00000034426,ENSMUSP00000126268,ENSMUSP00000148790	ENSMUST00000212693,ENSMUST00000093120,ENSMUST00000034426,ENSMUST00000164470,ENSMUST00000211990,ENSMUST00000211978	9493	9850	6139	7696	11120	10533	9273	7765	7766	9725	8966	7997	11130	10531	10828	11888	11017
ENSMUSG00000031949	Adat1	adenosine deaminase, tRNA-specific 1 [Source:MGI Symbol;Acc:MGI:1353631]	30947	ENSG00000065457	78.1563	ADAT1	adenosine deaminase tRNA specific 1 [Source:HGNC Symbol;Acc:HGNC:228]	23536	ENSMUSP00000117279,ENSMUSP00000034427,ENSMUSP00000113201	ENSMUST00000139820,ENSMUST00000034427,ENSMUST00000120457	774	911	350	377	506	650	586	506	636	724	714	633	706	576	578	726	595
ENSMUSG00000031950	Gabarapl2	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2 [Source:MGI Symbol;Acc:MGI:1890602]	93739	ENSG00000034713	100	GABARAPL2	GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]	11345	ENSMUSP00000034428	ENSMUST00000130808,ENSMUST00000133628,ENSMUST00000034428	5467	5225	3889	4550	6545	6344	4957	4336	4791	4940	5315	4310	5951	6290	4381	4508	3818
ENSMUSG00000031951	Tmem231	transmembrane protein 231 [Source:MGI Symbol;Acc:MGI:2685024]	234740	ENSG00000205084	86.9841	TMEM231	transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234]	79583	ENSMUSP00000034429,ENSMUSP00000148428	ENSMUST00000034429,ENSMUST00000211866,ENSMUST00000213050	920	1333	808	1117	1869	1043	1431	825	1513	1497	1350	1595	1608	1162	1194	1524	1533
ENSMUSG00000031952	Chst5	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5 [Source:MGI Symbol;Acc:MGI:1931825]	56773		NA			NA	ENSMUSP00000034430	ENSMUST00000034430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ENSMUSG00000031953	Tmem170	transmembrane protein 170 [Source:MGI Symbol;Acc:MGI:106426]	66817	ENSG00000166822	95.8333	TMEM170A	transmembrane protein 170A [Source:HGNC Symbol;Acc:HGNC:29577]	124491	ENSMUSP00000034431	ENSMUST00000034431	284	299	215	170	197	225	243	246	257	195	315	235	247	293	292	282	359
ENSMUSG00000031954	Cfdp1	craniofacial development protein 1 [Source:MGI Symbol;Acc:MGI:1344403]	23837	ENSG00000153774	84.4068	CFDP1	craniofacial development protein 1 [Source:HGNC Symbol;Acc:HGNC:1873]	10428	ENSMUSP00000034432	ENSMUST00000034432	5323	5607	4387	4658	6325	6968	6219	6188	4475	4867	6850	5399	7179	7173	6500	7201	7345
ENSMUSG00000031955	Bcar1	breast cancer anti-estrogen resistance 1 [Source:MGI Symbol;Acc:MGI:108091]	12927	ENSG00000050820	90.2746	BCAR1	BCAR1 scaffold protein, Cas family member [Source:HGNC Symbol;Acc:HGNC:971]	9564	ENSMUSP00000148364,ENSMUSP00000129584	ENSMUST00000212147,ENSMUST00000212349,ENSMUST00000166232	14	5	25	14	28	57	14	25	36	20	17	14	24	38	67	20	89
ENSMUSG00000031957	Ctrb1	chymotrypsinogen B1 [Source:MGI Symbol;Acc:MGI:88559]	66473	ENSG00000168925	85.1711	CTRB1	chymotrypsinogen B1 [Source:HGNC Symbol;Acc:HGNC:2521]	1504	ENSMUSP00000034435	ENSMUST00000034435	0	0	6	23	0	1	1	22	76	0	10	0	21	8	0	0	0
ENSMUSG00000031957	Ctrb1	chymotrypsinogen B1 [Source:MGI Symbol;Acc:MGI:88559]	66473	ENSG00000168928	85.1711	CTRB2	chymotrypsinogen B2 [Source:HGNC Symbol;Acc:HGNC:2522]	440387	ENSMUSP00000034435	ENSMUST00000034435	0	0	6	23	0	1	1	22	76	0	10	0	21	8	0	0	0
ENSMUSG00000031958	Ldhd	lactate dehydrogenase D [Source:MGI Symbol;Acc:MGI:106428]	52815	ENSG00000166816	85.124	LDHD	lactate dehydrogenase D [Source:HGNC Symbol;Acc:HGNC:19708]	197257	ENSMUSP00000068086	ENSMUST00000070004,ENSMUST00000173909,ENSMUST00000173521	45	32	16	30	28	11	38	15	10	23	35	40	10	37	10	11	12
ENSMUSG00000031959	Wdr59	WD repeat domain 59 [Source:MGI Symbol;Acc:MGI:2442115]	319481	ENSG00000103091	94.4612	WDR59	WD repeat domain 59 [Source:HGNC Symbol;Acc:HGNC:25706]	79726	ENSMUSP00000148397,ENSMUSP00000043671,ENSMUSP00000034437	ENSMUST00000211981,ENSMUST00000212327,ENSMUST00000038193,ENSMUST00000034437	366	406	164	210	285	316	318	157	399	345	383	292	377	298	368	284	291
ENSMUSG00000031960	Aars	alanyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2384560]	234734	ENSG00000090861	95.5579	AARS1	alanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:20]	16	ENSMUSP00000034441,ENSMUSP00000122388	ENSMUST00000145059,ENSMUST00000034441,ENSMUST00000128320,ENSMUST00000125268,ENSMUST00000154546,ENSMUST00000142770,ENSMUST00000124285	7976	9555	6830	6898	10018	10433	7692	6736	6917	8316	8008	6958	8944	9573	10201	11653	12881
ENSMUSG00000031962	Cdh15	cadherin 15 [Source:MGI Symbol;Acc:MGI:106672]	12555	ENSG00000129910	85.5867	CDH15	cadherin 15 [Source:HGNC Symbol;Acc:HGNC:1754]	1013	ENSMUSP00000034443	ENSMUST00000034443	3	15	9	1	27	0	6	7	0	28	1	8	8	0	5	0	9
ENSMUSG00000031963	Bmper	BMP-binding endothelial regulator [Source:MGI Symbol;Acc:MGI:1920480]	73230	ENSG00000164619	92.7007	BMPER	BMP binding endothelial regulator [Source:HGNC Symbol;Acc:HGNC:24154]	168667	ENSMUSP00000071872,ENSMUSP00000149700	ENSMUST00000071982,ENSMUST00000217648,ENSMUST00000214050	0	4	5	4	0	8	0	0	0	3	0	0	10	8	0	2	39
ENSMUSG00000031965	Tbx20	T-box 20 [Source:MGI Symbol;Acc:MGI:1888496]	57246	ENSG00000164532	97.7528	TBX20	T-box transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11598]	57057	ENSMUSP00000126318,ENSMUSP00000052591,ENSMUSP00000149186	ENSMUST00000166018,ENSMUST00000052946,ENSMUST00000215802,ENSMUST00000216564,ENSMUST00000217597	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ENSMUSG00000031966	Glb1l3	galactosidase, beta 1 like 3 [Source:MGI Symbol;Acc:MGI:1918143]	70893	ENSG00000166105	64.9547	GLB1L3	galactosidase beta 1 like 3 [Source:HGNC Symbol;Acc:HGNC:25147]	112937	ENSMUSP00000147979,ENSMUSP00000034448	ENSMUST00000210274,ENSMUST00000209592,ENSMUST00000034448,ENSMUST00000211353	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031967	Afg3l1	AFG3-like AAA ATPase 1 [Source:MGI Symbol;Acc:MGI:1928277]	114896		NA			NA	ENSMUSP00000001520,ENSMUSP00000095924	ENSMUST00000001520,ENSMUST00000098320,ENSMUST00000133606,ENSMUST00000150872,ENSMUST00000152469,ENSMUST00000146795	4101	4166	2388	2614	3935	4114	3451	2895	3816	4583	3494	3047	3840	3475	3975	4798	4624
ENSMUSG00000031969	Acad8	acyl-Coenzyme A dehydrogenase family, member 8 [Source:MGI Symbol;Acc:MGI:1914198]	66948	ENSG00000151498	89.3462	ACAD8	acyl-CoA dehydrogenase family member 8 [Source:HGNC Symbol;Acc:HGNC:87]	27034	ENSMUSP00000150728,ENSMUSP00000054370,ENSMUSP00000123012,ENSMUSP00000122444,ENSMUSP00000112908	ENSMUST00000129490,ENSMUST00000215693,ENSMUST00000138102,ENSMUST00000060513,ENSMUST00000132293,ENSMUST00000128923,ENSMUST00000151075,ENSMUST00000120367	374	386	165	101	368	287	285	292	177	208	220	287	351	317	288	345	355
ENSMUSG00000031970	Dbndd1	dysbindin (dystrobrevin binding protein 1) domain containing 1 [Source:MGI Symbol;Acc:MGI:1919435]	72185	ENSG00000003249	78.125	DBNDD1	dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]	79007	ENSMUSP00000135216,ENSMUSP00000135524,ENSMUSP00000134757	ENSMUST00000177240,ENSMUST00000176155,ENSMUST00000176286	7	6	5	3	9	6	12	1	11	13	3	4	2	1	8	0	0
ENSMUSG00000031971	Ccsap	centriole, cilia and spindle associated protein [Source:MGI Symbol;Acc:MGI:1920670]	73420	ENSG00000154429	73.0159	CCSAP	centriole, cilia and spindle associated protein [Source:HGNC Symbol;Acc:HGNC:29578]	126731	ENSMUSP00000034452,ENSMUSP00000113319	ENSMUST00000034452,ENSMUST00000122421	662	603	602	473	749	871	554	402	568	583	631	579	598	558	594	568	427
ENSMUSG00000031972	Acta1	actin alpha 1, skeletal muscle [Source:MGI Symbol;Acc:MGI:87902]	11459	ENSG00000143632	100	ACTA1	actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]	58	ENSMUSP00000148594,ENSMUSP00000034453	ENSMUST00000212584,ENSMUST00000034453	3	1	0	0	5	2	3	1	3	6	0	2	2	0	0	1	3
ENSMUSG00000031974	Abcb10	ATP-binding cassette, sub-family B (MDR/TAP), member 10 [Source:MGI Symbol;Acc:MGI:1860508]	56199	ENSG00000135776	74.4056	ABCB10	ATP binding cassette subfamily B member 10 [Source:HGNC Symbol;Acc:HGNC:41]	23456	ENSMUSP00000075011	ENSMUST00000075578	6508	6576	5362	5465	6899	7395	6311	7293	6982	8000	9193	7497	10009	10360	9479	11794	11412
ENSMUSG00000031976	Urb2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2681124]	382038	ENSG00000135763	71.6535	URB2	URB2 ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:28967]	9816	ENSMUSP00000133547,ENSMUSP00000034457	ENSMUST00000173168,ENSMUST00000034457	1244	1194	782	931	1042	1062	1063	849	1241	1303	1260	1003	1243	1024	1032	1320	1233
ENSMUSG00000031979	Cog2	component of oligomeric golgi complex 2 [Source:MGI Symbol;Acc:MGI:1923582]	76332	ENSG00000135775	85.6361	COG2	component of oligomeric golgi complex 2 [Source:HGNC Symbol;Acc:HGNC:6546]	22796	ENSMUSP00000135600,ENSMUSP00000135022,ENSMUSP00000034460	ENSMUST00000176159,ENSMUST00000108803,ENSMUST00000129977,ENSMUST00000176279,ENSMUST00000034460	2730	2997	1259	1501	2043	2193	1977	1591	2700	2948	1807	1585	2338	2120	2137	2493	2170
ENSMUSG00000031980	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8) [Source:MGI Symbol;Acc:MGI:87963]	11606	ENSG00000135744	59.751	AGT	angiotensinogen [Source:HGNC Symbol;Acc:HGNC:333]	183	ENSMUSP00000066488,ENSMUSP00000159140	ENSMUST00000063278,ENSMUST00000238882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031981	Capn9	calpain 9 [Source:MGI Symbol;Acc:MGI:1920897]	73647	ENSG00000135773	85.7971	CAPN9	calpain 9 [Source:HGNC Symbol;Acc:HGNC:1486]	10753	ENSMUSP00000090717,ENSMUSP00000119938	ENSMUST00000133583,ENSMUST00000093033,ENSMUST00000133086	5	0	0	1	0	5	0	1	0	0	0	0	0	1	0	0	2
ENSMUSG00000031982	Arv1	ARV1 homolog, fatty acid homeostasis modulator [Source:MGI Symbol;Acc:MGI:1916115]	68865	ENSG00000173409	80.0752	ARV1	ARV1 homolog, fatty acid homeostasis modulator [Source:HGNC Symbol;Acc:HGNC:29561]	64801	ENSMUSP00000148475,ENSMUSP00000148335,ENSMUSP00000034463	ENSMUST00000212036,ENSMUST00000212959,ENSMUST00000034463	409	466	240	194	361	427	342	279	557	588	294	234	446	359	409	402	323
ENSMUSG00000031983	2310022B05Rik	RIKEN cDNA 2310022B05 gene [Source:MGI Symbol;Acc:MGI:1916801]	69551	ENSG00000119280	77.3292	C1orf198	chromosome 1 open reading frame 198 [Source:HGNC Symbol;Acc:HGNC:25900]	84886	ENSMUSP00000034464	ENSMUST00000034464	309	264	191	153	262	359	332	259	276	231	285	181	234	256	334	400	496
ENSMUSG00000031984	2810004N23Rik	RIKEN cDNA 2810004N23 gene [Source:MGI Symbol;Acc:MGI:1913773]	66523	ENSG00000143633	67.6157	C1orf131	chromosome 1 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:25332]	128061	ENSMUSP00000034465	ENSMUST00000034465,ENSMUST00000211971,ENSMUST00000212808	2721	2678	1410	1754	2775	2724	2174	2037	2364	2752	2712	2446	2805	2712	2423	2749	2553
ENSMUSG00000031985	Gnpat	glyceronephosphate O-acyltransferase [Source:MGI Symbol;Acc:MGI:1343460]	14712	ENSG00000116906	81.2684	GNPAT	glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416]	8443	ENSMUSP00000034466,ENSMUSP00000125323	ENSMUST00000162455,ENSMUST00000034466,ENSMUST00000161628,ENSMUST00000161986,ENSMUST00000162192,ENSMUST00000159864	6190	7876	3306	4110	5153	5591	5216	4364	6452	7855	5700	5512	6398	6099	5625	6968	5926
ENSMUSG00000031986	Sprtn	SprT-like N-terminal domain [Source:MGI Symbol;Acc:MGI:2685351]	244666	ENSG00000010072	70.4225	SPRTN	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]	83932	ENSMUSP00000034467	ENSMUST00000212724,ENSMUST00000034467	357	341	267	203	307	340	330	275	362	333	424	400	460	300	356	336	276
ENSMUSG00000031987	Egln1	egl-9 family hypoxia-inducible factor 1 [Source:MGI Symbol;Acc:MGI:1932286]	112405	ENSG00000135766	79	EGLN1	egl-9 family hypoxia inducible factor 1 [Source:HGNC Symbol;Acc:HGNC:1232]	54583	ENSMUSP00000034469	ENSMUST00000034469	458	349	394	212	457	554	449	269	413	452	367	425	493	467	469	329	345
ENSMUSG00000031988	Vps26b	VPS26 retromer complex component B [Source:MGI Symbol;Acc:MGI:1917656]	69091	ENSG00000151502	99.1071	VPS26B	VPS26, retromer complex component B [Source:HGNC Symbol;Acc:HGNC:28119]	112936	ENSMUSP00000034470	ENSMUST00000034470,ENSMUST00000213917	779	357	589	518	563	458	784	622	234	352	451	343	841	616	876	571	1357
ENSMUSG00000031990	Jam3	junction adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1933825]	83964	ENSG00000166086	86.4516	JAM3	junctional adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:15532]	83700	ENSMUSP00000034472	ENSMUST00000034472,ENSMUST00000213682,ENSMUST00000213170,ENSMUST00000215446,ENSMUST00000167074	3	0	1	0	3	1	0	0	1	0	0	1	8	0	1	0	4
